ID,Study ID,Participant ID,Starts at,Ended at,Duration Actual min,Duration min,Type,Location or link,Backup contact,Researchers,Status,Incentive Type,Incentive Amount (£),Incentive status,Safeguarding flag,Notes,Communications Log,Session Notes
rec0n0cT2CbFP5lF5,,,,,,,,,,,,,£0.00,,,,,
